,unp_rank,n_rejected,grad_norm,workertimes,param_norm,n_reused,walltimes,generations,baseline_mu,baseline_sigma,sigma_avg,beta_avg,sigma_min,beta_min,sigma_max,beta_max,sigma_med,beta_med,sigma_std,beta_std,lr_0,lr_1,return_min,return_max,return_avg,return_var,return_sum,return_unp,return_val,observations_min,observations_max,observations_avg,observations_var,observations_sum,observations_unp,observations_val
75,1,0,42.52844,30.327299118041992,168.44302,0,2612.07701086998,75,0.0,0.0,0.050011195,-5.991016864776611,0.049845066,-5.997671604156494,0.05026145,-5.981033802032471,0.049998295,-5.991532802581787,3.659865e-05,0.0014683843,0.05,0.05,0.0,260.0,161.8,2016.7599999999993,16180.0,280.0,,573,1000,985.85,3208.547499999999,98585,1000,
76,9,0,42.590267,29.705151319503784,169.69508,0,2647.672222137451,76,0.0,0.0,0.050011147,-5.991018772125244,0.04984454,-5.997692584991455,0.0502618,-5.981019973754883,0.049998306,-5.991532325744629,3.671376e-05,0.0014729584,0.05,0.05,100.0,260.0,167.8,1799.16,16780.0,220.0,,650,1000,991.77,1483.9171000000001,99177,1000,
77,8,0,42.566875,30.483896017074585,170.9352,0,2684.297550201416,77,0.0,0.0,0.050011106,-5.991020202636719,0.049843922,-5.997717380523682,0.050261773,-5.981020927429199,0.049998317,-5.991531848907471,3.6828103e-05,0.0014775208,0.05,0.05,100.0,260.0,164.8,1976.96,16480.0,220.0,,954,1000,998.22,48.731599999999986,99822,1000,
78,8,0,42.558796,29.217234134674072,172.16684,0,2719.587565422058,78,0.0,0.0,0.05001108,-5.991021633148193,0.04984327,-5.997743606567383,0.050261762,-5.981021404266357,0.049998317,-5.991531848907471,3.6942158e-05,0.0014820688,0.05,0.05,0.0,240.0,164.2,1986.3600000000004,16420.0,220.0,,696,1000,980.83,2949.7610999999993,98083,1000,
79,30,0,42.568577,29.11259961128235,173.39194,0,2754.6182260513306,79,0.0,0.0,0.050011028,-5.991023540496826,0.049842592,-5.9977707862854,0.05026128,-5.9810404777526855,0.049998317,-5.991531848907471,3.7055845e-05,0.0014865954,0.05,0.05,100.0,260.0,161.4,2010.0399999999995,16140.0,180.0,,614,1000,979.44,3413.9864000000007,97944,1000,
80,42,0,42.575836,28.9332492351532,174.6084,0,2789.454041957855,80,0.0,0.0,0.050011,-5.991024494171143,0.049841855,-5.997800350189209,0.05026061,-5.981067180633545,0.04999833,-5.9915313720703125,3.7168997e-05,0.0014911123,0.05,0.05,100.0,260.0,162.0,2036.0,16200.0,160.0,,769,1000,986.24,2081.7823999999996,98624,1000,
81,69,0,42.542343,30.2723331451416,175.81612,0,2825.6398525238037,81,0.0,0.0,0.05001097,-5.991025924682617,0.049840905,-5.997838497161865,0.050259676,-5.981104373931885,0.04999833,-5.9915313720703125,3.7281912e-05,0.0014956151,0.05,0.05,80.0,260.0,158.8,2054.56,15880.0,120.0,,916,1000,993.69,322.77389999999997,99369,797,
82,26,0,42.558064,29.111998558044434,177.01746,0,2860.2420802116394,82,0.0,0.0,0.050010946,-5.991026878356934,0.049840383,-5.997859477996826,0.05025885,-5.981137275695801,0.049998343,-5.991530895233154,3.7394475e-05,0.0015001222,0.05,0.05,100.0,240.0,154.6,2134.84,15460.0,180.0,,776,1000,987.02,1948.5596000000003,98702,966,
83,35,0,42.547356,29.221745491027832,178.21082,0,2895.2988278865814,83,0.0,0.0,0.050010916,-5.99102783203125,0.049840048,-5.997872829437256,0.05025808,-5.981167793273926,0.049998354,-5.991530418395996,3.7507147e-05,0.0015046027,0.05,0.05,40.0,260.0,153.2,2305.7599999999993,15320.0,160.0,,672,1000,982.73,3530.1770999999994,98273,875,
84,8,0,42.53877,29.303186178207397,179.39732,0,2930.2371265888214,84,0.0,0.0,0.050010875,-5.991029739379883,0.049840335,-5.997861385345459,0.05025752,-5.981190204620361,0.049998354,-5.991530418395996,3.761915e-05,0.0015090863,0.05,0.05,80.0,260.0,158.4,2053.44,15840.0,220.0,,695,1000,988.88,2237.7255999999998,98888,1000,
85,1,0,42.513603,29.137821674346924,180.57277,0,2965.3098554611206,85,0.0,0.0,0.05001084,-5.991031169891357,0.049839538,-5.997893333435059,0.05025667,-5.981224060058594,0.049998354,-5.991530418395996,3.7731228e-05,0.0015135533,0.05,0.05,0.0,240.0,166.2,2125.56,16620.0,240.0,,660,1000,982.75,2948.9875,98275,1000,
86,5,0,42.540638,29.49940013885498,181.74118,0,3000.7906589508057,86,0.0,0.0,0.050010823,-5.991031646728516,0.049838673,-5.997928142547607,0.05025559,-5.981266975402832,0.049998365,-5.991529941558838,3.78429e-05,0.0015180139,0.05,0.05,80.0,260.0,171.2,1962.56,17120.0,220.0,,621,1000,989.87,2089.8130999999994,98987,1000,
87,6,0,42.5343,30.009170532226562,182.90166,0,3036.7961275577545,87,0.0,0.0,0.05001079,-5.99103307723999,0.04983771,-5.997966766357422,0.050255578,-5.98126745223999,0.049998377,-5.99152946472168,3.79544e-05,0.0015224811,0.05,0.05,40.0,240.0,163.0,1683.0,16300.0,220.0,,844,1000,997.27,273.8971,99727,1000,
88,82,0,42.59102,29.04915761947632,184.05441,0,3071.737051486969,88,0.0,0.0,0.050010763,-5.991034030914307,0.049837627,-5.997970104217529,0.050256237,-5.981241226196289,0.049998388,-5.9915289878845215,3.8066075e-05,0.0015269186,0.05,0.05,0.0,240.0,164.0,1752.0,16400.0,120.0,,609,1000,989.14,2104.680400000001,98914,799,
89,3,0,42.59785,29.91672658920288,185.20042,0,3107.8227984905243,89,0.0,0.0,0.050010726,-5.991035461425781,0.04983772,-5.997966289520264,0.050257135,-5.981205463409424,0.049998414,-5.991528034210205,3.8177e-05,0.0015313354,0.05,0.05,100.0,260.0,173.8,1261.5600000000002,17380.0,240.0,,839,1000,994.71,491.4658999999998,99471,1000,
90,9,0,42.582176,29.05344271659851,186.3382,0,3142.7599017620087,90,0.0,0.0,0.050010692,-5.991036891937256,0.049837556,-5.9979729652404785,0.050257675,-5.981184005737305,0.049998414,-5.991528034210205,3.8287413e-05,0.0015357379,0.05,0.05,20.0,280.0,170.4,1851.84,17040.0,220.0,,551,1000,980.2,4474.9400000000005,98020,1000,
91,17,0,42.560925,29.655131816864014,187.46559,0,3178.3000066280365,91,0.0,0.0,0.05001066,-5.9910383224487305,0.0498371,-5.99799108505249,0.050258707,-5.981142997741699,0.049998425,-5.991527557373047,3.839747e-05,0.0015401153,0.05,0.05,60.0,260.0,170.8,1595.3600000000004,17080.0,200.0,,705,1000,991.35,1741.5275,99135,1000,
92,1,0,42.519817,29.113040685653687,188.58632,0,3213.2989671230316,92,0.0,0.0,0.05001063,-5.991039276123047,0.04983691,-5.9979987144470215,0.050259233,-5.981122016906738,0.049998414,-5.991528034210205,3.8506896e-05,0.0015444856,0.05,0.05,0.0,240.0,163.8,1949.56,16380.0,240.0,,734,1000,986.15,2362.7275000000004,98615,1000,
93,9,0,42.59759,29.332905769348145,189.69733,0,3248.5280554294586,93,0.0,0.0,0.050010603,-5.991040229797363,0.04983595,-5.998037338256836,0.050260037,-5.981090068817139,0.049998436,-5.991527080535889,3.8616145e-05,0.0015488394,0.05,0.05,100.0,260.0,169.4,1963.6399999999994,16940.0,220.0,,856,1000,992.24,620.1424,99224,1000,
94,22,0,42.535084,29.57075548171997,190.80298,0,3283.982073068619,94,0.0,0.0,0.050010584,-5.99104118347168,0.049834225,-5.998106479644775,0.050260827,-5.981058597564697,0.049998436,-5.991527080535889,3.8724986e-05,0.0015531846,0.05,0.05,0.0,240.0,163.4,2800.44,16340.0,200.0,,865,1000,996.9,202.11000000000004,99690,1000,
95,34,0,42.544243,29.015374422073364,191.89835,0,3318.878164768219,95,0.0,0.0,0.05001055,-5.991042613983154,0.049832694,-5.998167991638184,0.050261088,-5.981048107147217,0.049998447,-5.9915266036987305,3.883361e-05,0.0015575098,0.05,0.05,40.0,260.0,168.0,2320.0,16800.0,180.0,,598,1000,983.33,3086.4011000000005,98333,1000,
96,50,0,42.589935,30.051273822784424,192.98668,0,3354.833525657654,96,0.0,0.0,0.050010525,-5.991043567657471,0.049831018,-5.99823522567749,0.050260898,-5.981055736541748,0.049998447,-5.9915266036987305,3.8941733e-05,0.0015618068,0.05,0.05,0.0,260.0,165.4,2446.84,16540.0,160.0,,875,1000,992.79,529.6259,99279,949,
97,73,0,42.56686,29.34475564956665,194.06781,0,3389.950958251953,97,0.0,0.0,0.05001049,-5.991044998168945,0.049829498,-5.99829626083374,0.05026036,-5.981077194213867,0.049998447,-5.9915266036987305,3.904915e-05,0.001566092,0.05,0.05,0.0,300.0,167.2,2556.16,16720.0,140.0,,703,1000,993.58,993.9436000000003,99358,994,
98,68,0,42.569645,29.142263174057007,195.14125,0,3424.97571516037,98,0.0,0.0,0.05001046,-5.991045951843262,0.049827833,-5.998363018035889,0.050260313,-5.9810791015625,0.049998462,-5.991526126861572,3.9156275e-05,0.0015703596,0.05,0.05,80.0,260.0,167.4,2133.2400000000002,16740.0,140.0,,669,1000,974.9,4426.209999999999,97490,1000,
99,73,0,42.56617,28.8929386138916,196.21169,0,3459.7358412742615,99,0.0,0.0,0.050010435,-5.991046905517578,0.04982615,-5.9984307289123535,0.050260287,-5.981080055236816,0.049998473,-5.991525650024414,3.9262955e-05,0.0015746095,0.05,0.05,100.0,260.0,174.2,2154.3600000000006,17420.0,140.0,,577,1000,980.29,4133.2059,98029,1000,
